Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Z-score,Combined Score,Genes
Allele_LoF_Phenotypes_from_FlyBase_2017,embryonic/larval dorsal vessel,1/21,0.0472281944764868,0.0792214875089457,0.1508025460503601,0.2775834475971231,-1.8905056368625368,5.771267973718664,nkd
Allele_LoF_Phenotypes_from_FlyBase_2017,embryonic visceral muscle,1/10,0.0227684746329305,0.0650448019525279,0.0782998271957656,0.2575957713514395,-1.496511946932357,5.660374450488873,fkh
Allele_LoF_Phenotypes_from_FlyBase_2017,Bolwig organ,1/20,0.0450295638444688,0.0767717154069633,0.1444401147079841,0.273123125993279,-1.7789669434862678,5.515573208837302,Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,male limited,1/17,0.038403849812552,0.0697843278782876,0.1250825620504586,0.2575957713514395,-1.6894652424926009,5.5069767971336,Bx
Allele_LoF_Phenotypes_from_FlyBase_2017,thermotaxis behavior defective,1/15,0.0339617455140866,0.0697843278782876,0.1119493265005438,0.2575957713514395,-1.61994872866246,5.479509815628662,ninaE
Allele_LoF_Phenotypes_from_FlyBase_2017,embryonic/larval hindgut,1/23,0.0516106102971977,0.0838672417329463,0.1633940484973215,0.2880166278596853,-1.8379864197066635,5.447843214788047,fkh
Allele_LoF_Phenotypes_from_FlyBase_2017,ocellus,1/21,0.0472281944764868,0.0792214875089457,0.1508025460503601,0.2775834475971231,-1.7355085697983894,5.29809847254109,Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,wing blade dorsal compartment,1/8,0.0182557286992226,0.0634677993330276,0.0645069697911918,0.2575957713514395,-1.317513410000156,5.274370270954899,Bx
Allele_LoF_Phenotypes_from_FlyBase_2017,auditory perception defective,1/23,0.0516106102971977,0.0838672417329463,0.1633940484973215,0.2880166278596853,-1.7702943690584918,5.24720208117315,Arr2
Allele_LoF_Phenotypes_from_FlyBase_2017,aCC neuron,1/26,0.0581472836466284,0.0930356538346055,0.1819522634900826,0.3153839233828098,-1.829564499689563,5.204701387699376,SoxN
Allele_LoF_Phenotypes_from_FlyBase_2017,posterior commissure,1/18,0.0406174024769944,0.0715967772475834,0.1315804198242853,0.2631608396485707,-1.5666032845133682,5.018705537330559,SoxN
Allele_LoF_Phenotypes_from_FlyBase_2017,embryonic/first instar larval cuticle,3/175,0.0075865718029047,0.0620500105433928,0.1382213763723113,0.2662041322725996,-1.017651013651241,4.967536687406183,SoxN;nkd;pyd
Allele_LoF_Phenotypes_from_FlyBase_2017,eye,4/273,0.0035328367390269,0.0349919067484575,0.1377340538457181,0.2662041322725996,-0.8750799609700689,4.94039878870234,scrt;pyd;Fas2;Arr2
Allele_LoF_Phenotypes_from_FlyBase_2017,embryonic hindgut,1/17,0.038403849812552,0.0697843278782876,0.1250825620504586,0.2575957713514395,-1.509458876801332,4.920228485143687,fkh
Allele_LoF_Phenotypes_from_FlyBase_2017,dominant,3/212,0.0127548352042192,0.0620500105433928,0.2064716062736116,0.3303545700377785,-1.121437204470498,4.8915350921866665,ninaE;Fas2;Arr1
Allele_LoF_Phenotypes_from_FlyBase_2017,adult abdomen,1/22,0.0494218729922594,0.0822379966591196,0.1571204264520898,0.2866758658073218,-1.6115594140291698,4.846542832027473,Bx
Allele_LoF_Phenotypes_from_FlyBase_2017,photoreceptor cell R2,1/27,0.0603163647025615,0.0936254019263642,0.188051742227883,0.3154416321241909,-1.7221043124828754,4.835930366158338,ninaE
Allele_LoF_Phenotypes_from_FlyBase_2017,photoreceptor cell R5,1/27,0.0603163647025615,0.0936254019263642,0.188051742227883,0.3154416321241909,-1.7197360119881395,4.829279818804347,ninaE
Allele_LoF_Phenotypes_from_FlyBase_2017,photoreceptor cell,2/71,0.0116276706261789,0.0620500105433928,0.0989412442465131,0.2575957713514395,-1.074120396887222,4.784527118678042,ninaE;Arr2
Allele_LoF_Phenotypes_from_FlyBase_2017,intersegmental nerve branch ISNb of A1-7,1/14,0.0317331718056008,0.068046389026443,0.1053133434462552,0.2575957713514395,-1.320522515014233,4.556321267152808,Mmp2
Allele_LoF_Phenotypes_from_FlyBase_2017,gastric caecum,1/14,0.0317331718056008,0.068046389026443,0.1053133434462552,0.2575957713514395,-1.3187238162687267,4.550115050102989,Mmp2
Allele_LoF_Phenotypes_from_FlyBase_2017,size defective,2/91,0.0186131526890129,0.0634677993330276,0.1479229131312804,0.2771888822640209,-1.133963332153839,4.5175815669199855,Bx;ninaE
Allele_LoF_Phenotypes_from_FlyBase_2017,adult stage,4/412,0.0146550890023417,0.0634677993330276,0.3681333495259663,0.4557841470321488,-1.0618461935896195,4.484142105335978,Bx;ninaE;Arr2;Nlg3
Allele_LoF_Phenotypes_from_FlyBase_2017,calyx of adult mushroom body,1/9,0.0205146440903754,0.0646522116787589,0.0714275013461394,0.2575957713514395,-1.1472197323311943,4.458802913642303,Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,interfollicle cell,1/27,0.0603163647025615,0.0936254019263642,0.188051742227883,0.3154416321241909,-1.575999925160893,4.425647064410692,Mmp2
Allele_LoF_Phenotypes_from_FlyBase_2017,macrophage,1/12,0.0272609259183876,0.0655289140038619,0.0919011195897282,0.2575957713514395,-1.1861043053996276,4.272704591532807,fkh
Allele_LoF_Phenotypes_from_FlyBase_2017,viable,6/817,0.0106125509090206,0.0620500105433928,0.6036064324686237,0.6356195389654647,-0.8908424252730923,4.049518385613848,Rbp6;Fas3;pyd;Cbp53E;Fas2;Nlg3
Allele_LoF_Phenotypes_from_FlyBase_2017,phototaxis defective,1/27,0.0603163647025615,0.0936254019263642,0.188051742227883,0.3154416321241909,-1.4311549111511683,4.018900274126916,ninaE
Allele_LoF_Phenotypes_from_FlyBase_2017,lethal,6/818,0.0106726300501312,0.0620500105433928,0.6050609072844328,0.6356195389654647,-0.8816398287728545,4.002708965338743,fkh;Mmp2;mbl;pyd;Fas2;Hr38
Allele_LoF_Phenotypes_from_FlyBase_2017,ectopic,3/244,0.0185178957646155,0.0634677993330276,0.2713398018858438,0.3832784704562269,-1.0011992298919026,3.993801425076688,fkh;nkd;Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,photoreceptor,1/28,0.0624805587273995,0.0955585015830816,0.194108398823424,0.3229963756421775,-1.4080193012885192,3.9042964825745754,Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,bouton,1/34,0.0753636965450235,0.1059165464957087,0.22956474305841,0.3510990187952153,-1.487240013837304,3.845154351251801,Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,photoreceptor cell R6,1/32,0.0710886795071682,0.102805456004094,0.2179124172895417,0.3433771423956414,-1.4429108961825188,3.814807037216225,ninaE
Allele_LoF_Phenotypes_from_FlyBase_2017,photoreceptor cell R1,1/32,0.0710886795071682,0.102805456004094,0.2179124172895417,0.3433771423956414,-1.4424466068398387,3.813579536435375,ninaE
Allele_LoF_Phenotypes_from_FlyBase_2017,visual behavior defective,1/30,0.0667943287251897,0.0999512257182695,0.2060943717470385,0.3303545700377785,-1.4073887947347168,3.808587033480078,ninaE
Allele_LoF_Phenotypes_from_FlyBase_2017,abdominal 8 ventral denticle belt,1/13,0.0294995689758118,0.067427586230427,0.0986307102466639,0.2575957713514395,-1.0442008417424231,3.679115972012216,nkd
Allele_LoF_Phenotypes_from_FlyBase_2017,photoreceptor cell R3,1/35,0.0774939815253855,0.1067466765382794,0.2353294434852943,0.352147656438426,-1.418848054544044,3.628781940928452,ninaE
Allele_LoF_Phenotypes_from_FlyBase_2017,commissure,1/33,0.0732285994142135,0.1036159774024246,0.2237591582325571,0.3447548512027547,-1.370314262339385,3.5822333826950885,SoxN
Allele_LoF_Phenotypes_from_FlyBase_2017,head,1/37,0.0817401574465299,0.1104022905771313,0.2467372696412523,0.3614179724322569,-1.3930450783932613,3.48847724116004,Mmp2
Allele_LoF_Phenotypes_from_FlyBase_2017,locomotor rhythm defective,1/33,0.0732285994142135,0.1036159774024246,0.2237591582325571,0.3447548512027547,-1.3213501273673185,3.454232847582594,Bx
Allele_LoF_Phenotypes_from_FlyBase_2017,embryonic/larval glial cell,1/17,0.038403849812552,0.0697843278782876,0.1250825620504586,0.2575957713514395,-1.022036184077461,3.331426660924747,SoxN
Allele_LoF_Phenotypes_from_FlyBase_2017,ovariole,1/37,0.0817401574465299,0.1104022905771313,0.2467372696412523,0.3614179724322569,-1.327382591036269,3.32404459192587,Bx
Allele_LoF_Phenotypes_from_FlyBase_2017,cold sensitive,1/29,0.0646398764852927,0.0981393745178166,0.2001225152507975,0.3303545700377785,-1.1962407834170423,3.27641232301978,Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,photoreceptor cell R4,1/39,0.0859672117262941,0.1146229489683922,0.2579847771080503,0.3726446780449615,-1.3194786681786188,3.2377226565856523,ninaE
Allele_LoF_Phenotypes_from_FlyBase_2017,cell migration defective,1/36,0.0796194649626399,0.1089529520541388,0.2410535295533994,0.3581366724793363,-1.2739683387318446,3.2237726532664195,Mmp2
Allele_LoF_Phenotypes_from_FlyBase_2017,smell perception defective,1/35,0.0774939815253855,0.1067466765382794,0.2353294434852943,0.352147656438426,-1.255185615523006,3.2102062511455887,Arr1
Allele_LoF_Phenotypes_from_FlyBase_2017,photoreceptor cell R8,1/39,0.0859672117262941,0.1146229489683922,0.2579847771080503,0.3726446780449615,-1.304376811497014,3.2006658820323843,Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,filzkorper,1/45,0.0985344850405631,0.1249705663929093,0.2907863981430985,0.3973723670825193,-1.3547079158608917,3.139330614343644,nkd
Allele_LoF_Phenotypes_from_FlyBase_2017,denticle,1/35,0.0774939815253855,0.1067466765382794,0.2353294434852943,0.352147656438426,-1.2210078231021677,3.1227946671353504,SoxN
Allele_LoF_Phenotypes_from_FlyBase_2017,mitotic domain 1,1/42,0.0922721241984655,0.1200613940377551,0.2745600581633548,0.3832784704562269,-1.2717388660617055,3.0305704998261223,SoxN
Allele_LoF_Phenotypes_from_FlyBase_2017,embryonic/larval cuticle,1/41,0.0901752285886269,0.119467818767098,0.2690740799557991,0.3832784704562269,-1.2462277826647352,2.998424689704136,pyd
Allele_LoF_Phenotypes_from_FlyBase_2017,RP2 motor neuron,1/47,0.1026858912376802,0.1263826353694526,0.3014135125975346,0.3993249084094727,-1.2919452855237632,2.9405715359041813,SoxN
Allele_LoF_Phenotypes_from_FlyBase_2017,courtship behavior defective,1/46,0.1006125313253903,0.1253138114711448,0.2961188312393773,0.3973723670825193,-1.2607812502283144,2.895356987975148,mbl
Allele_LoF_Phenotypes_from_FlyBase_2017,Malpighian tubule,1/46,0.1006125313253903,0.1253138114711448,0.2961188312393773,0.3973723670825193,-1.2592689526502951,2.891884029157254,fkh
Allele_LoF_Phenotypes_from_FlyBase_2017,denticle belt,2/112,0.0274087284535383,0.0655289140038619,0.2038010392626606,0.3303545700377785,-0.7977719108341081,2.869500807677765,SoxN;nkd
Allele_LoF_Phenotypes_from_FlyBase_2017,GO0045202:synapse,1/47,0.1026858912376802,0.1263826353694526,0.3014135125975346,0.3993249084094727,-1.260164986971379,2.8682370164993656,Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,wing,3/271,0.0243388752808979,0.0650448019525279,0.3283582050148001,0.4295503562457763,-0.7531447864422096,2.7984453222217587,Bx;scrt;Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,cephalopharyngeal skeleton,1/52,0.1129827559397606,0.1358405389333538,0.3273293627402792,0.4295503562457763,-1.234225541352739,2.691253569031875,nkd
Allele_LoF_Phenotypes_from_FlyBase_2017,cone cell,1/43,0.0943642918678132,0.1211590907932417,0.2800072662063722,0.3882767424728361,-1.1021368409881125,2.601696006551935,Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,extended germ band stage,1/42,0.0922721241984655,0.1200613940377551,0.2745600581633548,0.3832784704562269,-1.0707423509407064,2.5515931519214305,SoxN
Allele_LoF_Phenotypes_from_FlyBase_2017,border follicle cell,1/46,0.1006125313253903,0.1253138114711448,0.2961188312393773,0.3973723670825193,-1.0899596281147832,2.503068811739899,Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,dorsal closure stage,1/45,0.0985344850405631,0.1249705663929093,0.2907863981430985,0.3973723670825193,-1.071552976673444,2.483161886910707,pyd
Allele_LoF_Phenotypes_from_FlyBase_2017,increased cell death,2/135,0.0385826812788609,0.0697843278782876,0.2676729767639612,0.3832784704562269,-0.7314102168597989,2.380704983420999,fkh;Arr1
Allele_LoF_Phenotypes_from_FlyBase_2017,presumptive embryonic/larval peripheral nervous system,1/30,0.0667943287251897,0.0999512257182695,0.2060943717470385,0.3303545700377785,-0.8474719344667317,2.293375244227852,nkd
Allele_LoF_Phenotypes_from_FlyBase_2017,pigment cell,1/54,0.1170690571358214,0.1391449364814334,0.337440095455121,0.4359474525134482,-1.018708956817232,2.185121835722724,scrt
Allele_LoF_Phenotypes_from_FlyBase_2017,presumptive embryonic/larval central nervous system,1/56,0.121136940995836,0.1415532793659208,0.3474076692583101,0.4433177619983343,-1.0327860975976324,2.180039626948379,nkd
Allele_LoF_Phenotypes_from_FlyBase_2017,some die during pharate adult stage,1/60,0.1292177810340821,0.147677464038951,0.3669209245218338,0.4557841470321488,-1.0242245541156167,2.0958257139749623,Hr38
Allele_LoF_Phenotypes_from_FlyBase_2017,larval stage,3/319,0.0368632566582046,0.0697843278782876,0.4306011601272182,0.5122503321617967,-0.6232082077109864,2.0569236045098167,Mmp2;ninaE;Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,embryonic/larval tracheal system,1/60,0.1292177810340821,0.147677464038951,0.3669209245218338,0.4557841470321488,-0.940754032917946,1.92502365305774,pyd
Allele_LoF_Phenotypes_from_FlyBase_2017,GO0031594:neuromuscular junction,1/59,0.1272044117381445,0.147677464038951,0.3620947611662276,0.4557841470321488,-0.9170807573908446,1.8909837882550624,Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,photoreceptor cell R7,1/54,0.1170690571358214,0.1391449364814334,0.337440095455121,0.4359474525134482,-0.8758337545695302,1.8786557718626744,Fas2
Allele_LoF_Phenotypes_from_FlyBase_2017,interommatidial bristle,1/60,0.1292177810340821,0.147677464038951,0.3669209245218338,0.4557841470321488,-0.8928886041136355,1.8270787286801629,nkd
Allele_LoF_Phenotypes_from_FlyBase_2017,embryonic/larval salivary gland,1/65,0.1392166720290535,0.1582353430712739,0.3905406065594146,0.4806653619192796,-0.8595267672587992,1.6947493561762546,fkh
Allele_LoF_Phenotypes_from_FlyBase_2017,decreased cell death,1/33,0.0732285994142135,0.1036159774024246,0.2237591582325571,0.3447548512027547,-0.6220112654571712,1.6260427120777063,fkh
Allele_LoF_Phenotypes_from_FlyBase_2017,P-stage,1/55,0.1191052961505181,0.1399655457588009,0.3424416577891251,0.4396781779020865,-0.7636640750910582,1.6248842010006008,Mmp2
