gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,log2FC,significant
Dmel_CG8602 mrva Gene Expression,4405.452922682422,0.7534424515085931,0.17908637079644424,4.207145681482271,2.586164340003709e-05,0.002640765303900256,Cocaine_vs_Sucrose_Male,0.7534424515085931,False
Dmel_CG14617 Cp110 Gene Expression,6231.101550633929,1.0909229660867976,0.25943637875344683,4.204972993103434,2.6111333412634457e-05,0.002640765303900256,Cocaine_vs_Sucrose_Male,1.0909229660867976,True
Dmel_CG7607 CG7607 Gene Expression,630.2895823716838,1.0726033505020625,0.25661681285073246,4.179785956292618,2.9178360278141468e-05,0.0029181602318172372,Cocaine_vs_Sucrose_Male,1.0726033505020625,True
Dmel_CG4999 Tsp66E Gene Expression,6825.609362593197,0.6239042237706849,0.15047791500980773,4.146151438435472,3.3811024780576976e-05,0.0033443190554942126,Cocaine_vs_Sucrose_Male,0.6239042237706849,False
Dmel_CG8411 gcl Gene Expression,1083.1518380787593,0.704829227441601,0.17037708175637603,4.136878153890696,3.520629350816994e-05,0.0034444766072504085,Cocaine_vs_Sucrose_Male,0.704829227441601,False
Dmel_CG10550 CG10550 Gene Expression,438.9280736641522,1.127467847950488,0.27332565529149594,4.124998243388708,3.7073758649951856e-05,0.00358818173772276,Cocaine_vs_Sucrose_Male,1.127467847950488,True
Dmel_CG13762 brv3 Gene Expression,94.4094446595293,-9.710639625957002,2.3577791811966144,-4.1185534690439844,3.8125811253151575e-05,0.003650749224357631,Cocaine_vs_Sucrose_Male,-9.710639625957002,True
Dmel_CG17131 tyn Gene Expression,691.3108053618879,-0.9451368961123233,0.2298532962885845,-4.111913604778975,3.9239314572185136e-05,0.003717821794360404,Cocaine_vs_Sucrose_Male,-0.9451368961123233,False
Dmel_CG9764 yrt Gene Expression,2892.1174930201587,0.6345785880526448,0.1545001781362018,4.107300041383921,4.003110734387585e-05,0.0037533333041898597,Cocaine_vs_Sucrose_Male,0.6345785880526448,False
Dmel_CG42594 CG42594 Gene Expression,6080.552610714763,0.9213719321656186,0.22449170136628346,4.104258315822092,4.056140526295406e-05,0.0037638475131118506,Cocaine_vs_Sucrose_Male,0.9213719321656186,False
